filepath,date,experiment_code,plate_number,well_number,scan_info,S,X,Y,I,filename,classification
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D04/matrix_scan01/AR_CS_0708_Matrix01_P1_D4_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D04,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D4_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D04/matrix_scan01/AR_CS_0708_Matrix01_P1_D4_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D4_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D05/matrix_scan01/AR_CS_0708_Matrix01_P1_D5_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D05,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D5_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D05/matrix_scan01/AR_CS_0708_Matrix01_P1_D5_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D05,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D5_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D05/matrix_scan01/AR_CS_0708_Matrix01_P1_D5_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D05,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_D5_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D05/matrix_scan01/AR_CS_0708_Matrix01_P1_D5_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D05,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_D5_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D02/matrix_scan01/AR_CS_0708_Matrix01_P1_D2_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D02,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D2_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D02/matrix_scan01/AR_CS_0708_Matrix01_P1_D2_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D02,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D2_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D02/matrix_scan01/AR_CS_0708_Matrix01_P1_D2_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D02,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_D2_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D02/matrix_scan01/AR_CS_0708_Matrix01_P1_D2_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D02,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_D2_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E07/matrix_scan01/AR_CS_0708_Matrix01_P1_E7_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E07,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_E7_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E07/matrix_scan01/AR_CS_0708_Matrix01_P1_E7_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E07,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_E7_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E07/matrix_scan01/AR_CS_0708_Matrix01_P1_E7_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E07,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_E7_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E07/matrix_scan01/AR_CS_0708_Matrix01_P1_E7_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E07,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_E7_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C05/matrix_scan01/AR_CS_0708_Matrix01_P1_C5_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C05,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C5_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C05/matrix_scan01/AR_CS_0708_Matrix01_P1_C5_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C05,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C5_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C05/matrix_scan01/AR_CS_0708_Matrix01_P1_C5_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C05,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C5_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C05/matrix_scan01/AR_CS_0708_Matrix01_P1_C5_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C05,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C5_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C02/matrix_scan01/AR_CS_0708_Matrix01_P1_C2_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C02,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C2_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C02/matrix_scan01/AR_CS_0708_Matrix01_P1_C2_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C02,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C2_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C02/matrix_scan01/AR_CS_0708_Matrix01_P1_C2_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C02,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C2_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C02/matrix_scan01/AR_CS_0708_Matrix01_P1_C2_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C02,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C2_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E06/matrix_scan01/AR_CS_0708_Matrix01_P1_E6_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E06,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_E6_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E06/matrix_scan01/AR_CS_0708_Matrix01_P1_E6_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E06,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_E6_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E06/matrix_scan01/AR_CS_0708_Matrix01_P1_E6_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E06,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_E6_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E06/matrix_scan01/AR_CS_0708_Matrix01_P1_E6_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E06,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_E6_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E01/matrix_scan01/AR_CS_0708_Matrix01_P1_E1_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E01,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_E1_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E01/matrix_scan01/AR_CS_0708_Matrix01_P1_E1_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E01,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_E1_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E01/matrix_scan01/AR_CS_0708_Matrix01_P1_E1_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E01,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_E1_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E01/matrix_scan01/AR_CS_0708_Matrix01_P1_E1_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E01,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_E1_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C03/matrix_scan01/AR_CS_0708_Matrix01_P1_C3_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C03,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C3_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C03/matrix_scan01/AR_CS_0708_Matrix01_P1_C3_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C03,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C3_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C03/matrix_scan01/AR_CS_0708_Matrix01_P1_C3_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C03,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C3_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C03/matrix_scan01/AR_CS_0708_Matrix01_P1_C3_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C03,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C3_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C04/matrix_scan01/AR_CS_0708_Matrix01_P1_C4_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C04,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C4_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C04/matrix_scan01/AR_CS_0708_Matrix01_P1_C4_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C04,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C4_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C04/matrix_scan01/AR_CS_0708_Matrix01_P1_C4_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C04,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C4_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C04/matrix_scan01/AR_CS_0708_Matrix01_P1_C4_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C4_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D07/matrix_scan01/AR_CS_0708_Matrix01_P1_D7_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D07,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D7_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D07/matrix_scan01/AR_CS_0708_Matrix01_P1_D7_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D07,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D7_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D07/matrix_scan01/AR_CS_0708_Matrix01_P1_D7_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D07,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_D7_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D07/matrix_scan01/AR_CS_0708_Matrix01_P1_D7_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D07,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_D7_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D01/matrix_scan01/AR_CS_0708_Matrix01_P1_D1_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D01,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_D1_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D01/matrix_scan01/AR_CS_0708_Matrix01_P1_D1_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D01,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_D1_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D01/matrix_scan01/AR_CS_0708_Matrix01_P1_D1_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D01,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D1_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D01/matrix_scan01/AR_CS_0708_Matrix01_P1_D1_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D01,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D1_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D06/matrix_scan01/AR_CS_0708_Matrix01_P1_D6_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D06,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_D6_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D06/matrix_scan01/AR_CS_0708_Matrix01_P1_D6_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D06,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_D6_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D06/matrix_scan01/AR_CS_0708_Matrix01_P1_D6_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D06,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_D6_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_D06/matrix_scan01/AR_CS_0708_Matrix01_P1_D6_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,D06,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_D6_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B04/matrix_scan01/AR_CS_0708_Matrix01_P1_B4_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B04,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_B4_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B04/matrix_scan01/AR_CS_0708_Matrix01_P1_B4_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B04,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_B4_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B04/matrix_scan01/AR_CS_0708_Matrix01_P1_B4_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_B4_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B04/matrix_scan01/AR_CS_0708_Matrix01_P1_B4_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B04,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_B4_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B03/matrix_scan01/AR_CS_0708_Matrix01_P1_B3_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B03,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_B3_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B03/matrix_scan01/AR_CS_0708_Matrix01_P1_B3_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B03,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_B3_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B03/matrix_scan01/AR_CS_0708_Matrix01_P1_B3_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B03,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_B3_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_B03/matrix_scan01/AR_CS_0708_Matrix01_P1_B3_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,B03,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_B3_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C08/matrix_scan01/AR_CS_0708_Matrix01_P1_C8_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C08,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C8_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C08/matrix_scan01/AR_CS_0708_Matrix01_P1_C8_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C08,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C8_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C08/matrix_scan01/AR_CS_0708_Matrix01_P1_C8_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C08,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C8_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C08/matrix_scan01/AR_CS_0708_Matrix01_P1_C8_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C08,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C8_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C01/matrix_scan01/AR_CS_0708_Matrix01_P1_C1_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C01,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C1_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C01/matrix_scan01/AR_CS_0708_Matrix01_P1_C1_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C01,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C1_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C01/matrix_scan01/AR_CS_0708_Matrix01_P1_C1_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C01,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C1_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C01/matrix_scan01/AR_CS_0708_Matrix01_P1_C1_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C01,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C1_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C06/matrix_scan01/AR_CS_0708_Matrix01_P1_C6_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C06,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_C6_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C06/matrix_scan01/AR_CS_0708_Matrix01_P1_C6_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C06,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_C6_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C06/matrix_scan01/AR_CS_0708_Matrix01_P1_C6_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C06,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_C6_ S-01 X-02 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_C06/matrix_scan01/AR_CS_0708_Matrix01_P1_C6_ S-01 X-01 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,C06,matrix_scan01,S-01,X-01,Y-02,I-001,AR_CS_0708_Matrix01_P1_C6_ S-01 X-01 Y-02 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E04/matrix_scan01/AR_CS_0708_Matrix01_P1_E4_ S-01 X-01 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E04,matrix_scan01,S-01,X-01,Y-01,I-001,AR_CS_0708_Matrix01_P1_E4_ S-01 X-01 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E04/matrix_scan01/AR_CS_0708_Matrix01_P1_E4_ S-01 X-02 Y-01 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E04,matrix_scan01,S-01,X-02,Y-01,I-001,AR_CS_0708_Matrix01_P1_E4_ S-01 X-02 Y-01 I-001.txt,-1
2024_07_08_ChemspeedSamples/20240709_AR_CS_0708_Matrix01/plate1_E04/matrix_scan01/AR_CS_0708_Matrix01_P1_E4_ S-01 X-02 Y-02 I-001.txt,20240709,AR_CS_0708_Matrix01,plate1,E04,matrix_scan01,S-01,X-02,Y-02,I-001,AR_CS_0708_Matrix01_P1_E4_ S-01 X-02 Y-02 I-001.txt,-1
